ground_truth_answer,predicted_answer
"The market research presented by Marketing implicated that the remote control design was expected to be more stylish and less complicated. Project Manager added that an ideal model would be for TV only and have a corporate logo incorporated. To meet the requirements above, Industrial Designer recommended a touch screen panel. Marketing suggested that the remote control size could be adjusted due to physical differences among international users. The team gave up speech recognition, for it would cost a lot. An alarm would be incorporated for detection in case the remote control was lost in the house.","Marketing presented the market research which was conducted by the usability lab, and shared some findings. First, users dislike the look and feel of current remote controls. Second, most people only use ten percent of the buttons. The biggest frustrations that people found were that remote controls were often lost and it took much time to learn to"
"The market research implicated that users' biggest frustration was their failure in finding the remote control once it was lost in the house. To solve the problem, Industrial Designer suggested that a button could be added on the TV; when the user pressed the button, the remote control would beep to let the user know its location. Meanwhile, such a solution would be within budget.","When discussing the market research, Marketing mentioned that 50% of users were frustrated by often losing the remote control. Industrial Designer suggested adding an alarm on the remote control so that users could find it easily. The alarm could beep or flash a signal when lost. Project Manager agreed and suggested that the alarm should be installed"
"Industrial Designer was inspired by the design of Xbox and gave an example of Japanese people's small hands compared to the big controller. Out of ergonomic considerations, Industrial Designer encouraged the team to notice the physical differences among users all over the world when deciding the remote control size.","Industrial Designer mentioned that Xbox had to make two different sized controllers because people in Japan wouldn't buy it because the controller was physically too big. The reason was that Japanese people generally have smaller hands. Therefore, ergonomics should be taken into consideration when designing the remote control. Users Interface agreed and suggested that a touch screen could"
"Overall, the model style was expected to be trendy and appealing. Marketing and Project Manager agreed on User Interface's design of a flip-screen. Marketing also hoped that the remote control would be slightly curved. User Interface added that the remote control would curl up to users' hands so that their thumbs did not have to press. The corporate logo would be put in the corner. The model would be made of lightweight plastic with a smooth bottom and a nice scallop shell exterior.","The remote control would be in a trendy shape, but not in a big box style or a tiny size. Also, it should be slightly curved and be able to reduce the repetitive strain injury. Besides, the logo of the company would be incorporated into the design of the product. Last but not least, the remote control"
"Barry Hughes first stated that children had fewer rights than adults and therefore the law should be enforced to defend physical assault. As such social behavior was not available now, the law should change to reflect that. The discussion then turned to talk about the legal framework and its prosecution.","Barry Hughes argued that the law should reflect contemporary society and the law was evolutionary in nature. He believed that there was a need to bring the law up to date. The law at present was focused on protecting children from physical assault, but the implementation of the law was unclear. He proposed to remove the defense for reasonable punishment"
"Barry thought that the legal framework would make things clearer for parents and professionals. But when it came to prosecuting, there was a degree of confusion and some cases were in the grey areas.","Barry Hughes argued that there had been a range of laws created by the criminal law, going back to the Offences Against the Person Act 1861 in the middle of the century before last, which provided for offences of assault against a variety of people, including, in particular, Acts such as the Children and Young"
"The first stage was to check whether there was sufficient evidence submitted by the police to provide a realistic prospect of conviction. Only if the first stage was satisfied, the second stage came to be considered, which was in the public interest.","The first stage was whether there was sufficient evidence to provide a realistic prospect of conviction, and the second stage was whether it was in the public interest. And they only got on to the public interest stage once the evidential stage was satisfied. If a police officer took witness statements in relation to the case, it was unlikely"
"Barry Hughes indicated that the Bill would impact England and their people, although it needed a period. Moreover, Barry thought there was no cross-border issue from the potential legislation, and the draft changing to CPS guidance would not be helpful for scrutinisers to decide on the law in Wales.","Dawn Bowden AM asked about the implications for implementing the Bill in Wales, for instance, the removal of the defense would mean that there would be more cases that would pass the evidential stage in Wales than there would be in England. And they also discussed the extent to which CPS guidance would need to be updated to reflect"
"Barry Hughes concluded two kinds of implications. First, the Bill would raise awareness for people from England who travel to Wales. Second, people in other areas might reflect on this defense as they did to the drink driving limit in Scotland.","First, more cases would pass the evidential stage in Wales than in England, because the defense would still apply there. This would raise issues in terms of the awareness of criminal offending for people from England who traveled to Wales. Second, there had already been a certain degree of divergence of laws between Scotland and Wales, which"
"Barry Hughes thought draft changes to CPS guidance would not necessarily be helpful to the scrutinisers, and simply wanted to take the present interest factors. Barry thought they needed to work for the principles of generality and a degree of specificity.","Suzy Davies thought it would be better for them as scrutinisers of this Act if they could see the draft changes to CPS guidance on the public interest test before they made their final decision. But Barry Hughes thought that would necessarily be helpful because they would need to work that up as they go along, and they would"
"Barry Hughes introduced their cooperated organizations the National Police Chiefs' Council and their work on the out-of-court disposals. Then, Hughes and Vikki Howells talked about the possibility of creating a body of out-of-court disposals specific to the Bill. Lastly, there was a short discussion about the duty around awareness raising.",The Welsh Government are undertaking work with the National Police Chiefs' Council to explore the possibility of a greater use of out-of-court disposals in Wales. The CPS are responsible for deciding whether a case should be prosecuted or whether an out-of-court disposal should be sufficient. The Government can create an infrastructure that
The National Police Chiefs' Council was responsible for developing the police approach to out-of-court disposals and simplifying the range of out-of-court disposals.,"The National Police Chiefs' Council had been working with the CPS on how to better the out-of-court disposals. There had been a great range of out-of-court disposals, and it would be simpler and clearer to have fewer types of disposal with more clarity about what each one of them involved."
"Barry Hughes thought that the infrastructure can be built for a range of out-of-court disposals. It might be built by the Welsh Government, the police, and crime commissioners.","The Assembly's legislative competence to make provision on the face of the Bill was limited, but Wales could build an infrastructure that provided a range of out-of-court disposals. The Bill could direct the police or the CPS to point people towards that. It was more likely that people would be pointed in that direction"
"Barry Hughes explained a number of unintended consequences questioned. The first one was about the isolated incidences in Wales, and the second came to the targets in terms of performance measure. The following concerns included malicious reporting, the European convention on human rights, low numbers of prosecutions, and a shortage of registered intermediaries.","Sian Gwenllian AM questioned whether someone living in Wales who could not use the reasonable punishment defense would have different life prospects compared to those people in England, who would be able to use that defense. Barry Hughes explained that if someone in Wales was convicted, they would have a criminal conviction they wouldn't have in"
"Barry Hughes stated that they did not have targets and only prosecuted with reasonable prospects. As for the police, there were no targets for the police anymore, except for some individuals.","First of all, there was no target for securing convictions or acquitting defendants in CPS. The police were required to report against this, but they did not have targets. Barry Hughes had great confidence in the police force that they would not be swayed by the targets when dealing with cases. He believed that the police were much"
"Karen Cornish thought it was a potential barrier but not a substantial barrier. The Ministry of Justice had taken action to deal with it and there had had a number of people in the positions. However, it was true that the work required larger recruitment.","Karen Cornish agreed that there had been a shortage of registered intermediaries in Wales, but he believed that the Ministry of Justice had taken actions to solve the problem and there were not so few people who were willing to act as intermediaries. He did not think it would be a significant barrier to implementing the proposed law. Lynne Neagle"
"The user interface designer put forward that the basic colour would be red and yellow and there would be two basic shapes - circle and triangle, which was called a mushroom design. Specifically, the prototype had 3 key features - a fuzzy look, a spherical channel selection and a stable triangle base. However, the marketing thought mushroom was not in the trends so the group decided to change it into a pineapple.","The user interface designer introduced the mushroom-shaped prototype with yellow and red colours and fuzzy material. The project manager was skeptical about the unusual shape and material of the remote control. Nevertheless, the user interface designer insisted on his design and argued that the mushroom shape would make the remote control look unique. He went on making a"
"Because yellow was their company colour and red was more attractive, which met the product requirement that the remote control should have a fancy look to attract the customers.","The user interface designer said that yellow was their company colour, and red was more attractive. So, they used these two basic colours for their product. Also, the user interface designer thought the product should be in a circle shape because the circle is the most basic shape, and it would be easy to find. The second"
"In the user interface designer's design, the shape of the product and the buttons were all mushrooms, but the marketing thought mushroom was not in the trends because mushroom was neither a vegetable nor a fruit.","The user interface designer thought that their product was shaped like a mushroom, but the marketing did not think it looked like a mushroom. The marketing said that the mushroom was not in the trend, so they should not make the product in a mushroom shape. However, the user interface designer insisted that it did look like a mushroom"
"The marketing suggested measuring how good the design was instead of just talking about it so the group started to judge the design in three aspects on a scale of one to seven, one being true and seven being false. The criterion was how fancy, technologically innovative, and easy-to-use the remote control was and it got three, two, and four in separate aspects, which meant it was acceptable.","Marketing laid out three key features for the remote control - fancy look and feel, innovative technology, and ease of use. The team evaluated the prototype based on these features. On the first feature, the team agreed that the prototype was fancy enough, with a fruity feel. For the second feature, the team agreed that the"
"The controller had an embedded microphone array which could recognise simple vocal commands and the four microphones could capture voice from different directions. It also had tactile buttons, which was a really good point.","The remote control was embedded with a microphone array, so it could capture voice from different directions. Also, it had tactile buttons and other features that were technologically innovative. Therefore, the group agreed to give it a two on this point."
"The user interface designer thought it was easier than a traditional controller because you didn't have to press a button, just turn the ball to a certain angle to select channels. However, the marketing and the industrial designer thought it was quite difficult because users didn't know the angle was the correct one and they had to go through all the channels if they wanted to jump from channel one to twenty.","When discussing the easy-to-use feature, the user interface designer thought that the turning design would make the controller easier to use because users could just turn the ball to choose the channel. However, in this way, the controller would be fixed on the table, so it would be inconvenient for the user to browse the"
"The group decided that the product would have a low level chip, one button with LCD, a scroll wheel with a push button on it, a battery in the base, a single curve, and solar cells and it would be plastic instead of wooden so that the costs were 12.5 Euros which was within the budget. Furthermore, they came up with some new ideas about future products, such as a fruit collection of electronic devices or a customizable TV that followed the trend and people's moods.","The industrial designer introduced the components of the remote control including the chip, LCD button, battery and solar cell. The team further discussed about the functions of different parts of the remote control. In the discussion of cost calculation, the team members should have a look at the financial view. It was a kind of revolutionary solar receptor"
"Although solar cell was the most expensive part of the whole product, it still played a crucial role in making the controller technologically innovative. Plus, it would be interesting for their marketing team to make a lot of advertisements to sell it.","Although the solar cells were the most expensive part, the marketing team believed that they could make a lot of advertisement concerning the cells and gain profits. Also, the group agreed that the product would be technologically innovative with the incorporation of the solar cells. Therefore, the group decided to keep the solar cells."
"The marketing thought they should not trust too much the trend because it wouldn't last long - fruits and vegetables were in fashion this year but maybe next year it would be insects. However, the industrial designer believed it was good to follow the flow now and then since electronic devices were not long life products: if people changed, the product appearance should change as well.","The marketing suggested making fruit-shaped TVs because it was a trend at the time, but he doubted that the trend would last for a long time. In addition, he thought that the trend of fruit was not suitable for TV, whose life expectancy was relatively long. The industrial designer, however, believed that following the trend"
"Adding the neural net was doubling the number of deletions. The model did not improve significantly, however, thought it became better at some tasks. The results were a mixed basket and it was decided that further experimentation was necessary.","The number of deletions dramatically increases when the neural network is added. Deletions are highly correlated with noise. The overall effect of the neural net is small, but it hurts in noisy conditions. Future work will focus on improving the net."
"The professor was interested in knowing what impact the neural net had in the older models which did not have pure features. The professor believed it was worthwhile to improve the net, though he also expressed that nets were occasionally over used.","The professor thought that it was important to focus on improving the net. He also thought it was interesting to see what would happen if they just had the neural net without the side paths. The professor noted that the results were close but the net was slightly worse. He believed that some of the time, the discriminative stuff"
"The team thought that the most noisy cases were the distant microphone testing. That is when there were non-stationary noises in the background, like from a car, a babble or subway. These presented a unique challenge for the model that could potentially be best solved with a neural net.","The team identified that the most noisy cases were those for the distant microphone. Additionally, the professor expressed a desire to understand the relationship between the neural net and the side path better, suggesting that they could observe the results without the side path to see what happened. The team agreed that it would be worthwhile to investigate this further"
The VAD neural net had twelve times nine inputs and two outputs. The system had improved significantly. It added some latency but the team could potentially run it in parallel.,The team was making progress on reducing latency. One hundred and seventy milliseconds was the new target. The team thought that they were around fifty milliseconds away from this goal. The VAD was a significant source of latency. The team thought that they could reduce this latency by using a smaller window for the delta. They also wanted
The professor wanted to know how much latency the VAD was adding to the model. The professor thought that the process could work in parallel. The professor informed the team that the max latency was unknown.,The professor was trying to understand how much time each component in the pipeline took. He was concerned that the VAD was adding too much latency. The professor thought that some of the delays were due to having a large filter length and expressed that smaller filter lengths could result in lower latency. He also thought that some of the
"PhD C explained that the silence probabilities had a 100ms delay, the delta at the input had a 40ms delay, and a 10ms delay was created by LDA filters.","The latency was one hundred milliseconds for the filtering of silence probabilities. There was also some latency from the delta, which was forty plus twenty, plus one hundred. The total was two hundred and ten. The latency came from multiple sources including the LDA filters."
"Marketing gave the presentation on the remote control market. Marketing suggested that the first most important aspect of remote controls should be with a fancy look and feel instead of the current functional look and feel. And the second most important aspect was that a remote control should be technologically innovative. Lastly, Marketing suggested the spongy material and colour fronts.","The market investigation showed that the fancy look-and-feel was the most important aspect for remote controls, instead of the current functional look and feel. The second most important aspect was that a remote control should be technologically innovative. The third one is the aspect of the remote control should be easy to use. Marketing suggested that"
"When User Interface asked the group how to make the spongy remote, Marketing thought about changeable fronts and some basic colour fronts because a fancy look was the most important thing for remote control. So they could make five different fronts to start with. Marketing also mentioned that it could be round, different from a normal remote control.","When presenting the market trend, Marketing mentioned that a fancy look was the most important thing for remote control and proposed to use changeable fronts and extraordinary shapes like a sponge to attract customers. The reason for the shape design was that customers expected technological innovation. Marketing also suggested the use of speech recognition technology. As for the material,"
User Interface recommended the speech recognition when Marketing asked how to do with technological innovation because User Interface knew from the technology department that they had done research about it and recommended using speech. And User Interface would also check with the technology department on how to do that.,"User Interface recommended to use speech recognition based on the research done by the technology department. The research showed that it had become possible to realize speech recognition with high accuracy and it would be a technological innovation. The other advantage of using speech recognition was that it was easy to find the remote control. With speech recognition, the user"
"The group decided to have the normal batteries, the scroll wheel with rubber buttons together with back-lights, the beeping of the home station, the round shape as well as the speech recognition with an advanced chip. And they would skip the LCD because they would need the most expensive chip if they used an LCD.","The team decided that the energy source would be a battery. For the case, it would be made of plastic and would be curved. Also, the team would like to add scroll wheels to the remote control. For the chip, it would be the regular one. Additionally, the team wanted to include speech recognition. The"
"Marketing and User Interface suggested the group could choose the shape of the remote either like an iPod square or a more innovative round shape. Project Manager thought they should choose a round shape with rounded corners, instead of looking like an iPod so that would be more innovative.","User Interface suggested that they could make the remote control bigger and smaller and thinner. They could also make it with a more modern design and fewer buttons. Project Manager agreed with User Interface and pointed out that they could make the remote control with a more modern design, but the basic function buttons should be kept. User Interface also"
"Marketing emphasized on the importance of technology innovation. So Project Manager suggested putting the speech recognition in the remote directly and they would need an advanced chip. The group agreed on it and Industrial Designer supplemented that the division had developed a new and inexpensive speech recognition feature: the integrated programmable sample sensor, indicating that the cost would not be too much.","The team agreed to put speech recognition into the remote, but they were still debating whether it should be an advanced chip or a regular one. The user interface designer argued for the former because the division had developed a new speech recognition feature recently. Meanwhile, the marketing expert was concerned about the budget issue. The project manager then"
"The professor pointed out that the lapel microphones were too close, so they were not good representative microphones. There was strong agreement that mics capture breath and other non-voice sounds since they were common.","The team initially experimented with lapel microphones but ultimately decided to use head-mounted microphones instead. The head-mounted microphones provided a more representative sample of distant speech and reduced the amount of back ground noise. Although the head-mounted microphones introduced other types of noise, such as mouth clicks and breathing, the team felt that"
"PhD F explained that he mistakenly had run his tasks on all the available compute instances. There was not enough computational resources going around. New computers were coming soon, but people would have to learn to share until then. It was important not to saturate computational resources. He also told the team how to properly queue tasks.","There is a plan to order 12 new machines to be used as a compute farm. In the Pmake and Customs system, jobs can be exported to machines based on certain attributes like the name of itself, and run commands can be used to execute these jobs. Additionally, Pmake can be used to create"
"The professor recalled that at a workshop at Hopkins or Rutgers, twenty-five participants were running their tasks on twenty-five machines. Things would have been better if they ran tasks on their own machine. He was adding to PhD F's remarks on students in the team doing a similar thing.","The professor recalled a workshop where the group had access to twenty-five machines and was experimenting with distributing tasks among them. The experiment proved to be less efficient than anticipated, as the network became saturated. The professor also noted that such a setup might create unfair delays for other users."
The team was doing spectral subtraction with both scaling and GGT bins. There were pros and cons to both approaches. The professor suggested a simple spectral subtraction followed by a KL transformation. He also suggested using JRASTRA's technique which relied on adding some noise to get rid of noise. The team also suggested VTS techniques.,"The team was interested in performing spectral subtraction in the mel domain but was unsure whether to do so before or after frame dropping. Additionally, they wanted to investigate techniques to deal with colored noise. The Vector Taylor Series was a possible solution."
"PhD D brought up a VTS technique to do voice-unvoice which was developed by Jose Carlos Segura, who is a person from Grenada. The professor did not know him, but the inspiration for the VTS had come from CMU.",The team mentioned that they had met someone in Grenada who was working on the implementation of VTS techniques. The person was Jose Carlos Segura. The team was collaborating with him and another person in Lucent on some work.
"The professor could not see the advantage in combining the Wiener filter and the subspace. He later understood it would be a simple spectral subtraction, followed by a KL transform, followed by a Wiener filter.","The professor was ignorant about how the Wiener filter worked. He was also skeptical about whether the multi-band solution worked well with noise. His solution involved a cascade of two systems: spectral subtraction, followed by a KL transform and a Wiener filter. The professor did not think that one should orthogonalize if the features were noisy"
"Project Manager stated the meeting topic on function design. Firstly, Marketing concluded a study on user needs, including buttons for channel selection according to the frequency of use and the relevance of each button, and suggested targeting on the nineteen to thirty-five years old age group to design functions. Next, User Interface presented on the technical effect on what functions users need and how to make the best functions for users. Then, Industrial Designer presented the working design, including input a channel or volume setting and output the location function to the television.","The Marketing's research showed that customers and users don't like the way remote controls looked, the way they felt, and they didn't match their operating behaviour. The most important buttons were those to do with channel selection, teletext, volume, and power. Other buttons such as settings were not important."
"At the first beginning of the discussion, Industrial Designer mentioned that it would be easy to implement something like a buzzer to trace the remote location. Project Manager suggested a two-part package - on one hand, users could click the button on the TV to send out the signal; on the other hand, the remote base could beep probably so that users could know where the remote control has gone.","The group first agreed to add a finder button for the remote control. Since the power source was an issue, the group decided to make this function a separate base, which could be sold separately. The group then discussed the light and the beep for the call button. The group ultimately agreed to have the beep since it was"
"Marketing suggested the speech recognition design is for user groups aged from nineteen to thirty-five. Industrial Designer supplemented the feature design that if the TV is on and somebody says like one, then the TV would switch itself to channel one. However, Project Manager illustrated that considering the budget, to have the speech recognition programmed in every single remote might be expensive. And this ended up was commonly agreed by other group mates.","Industrial Designer thought speech recognition was hard to programme and get easily confused by sounds from TV. Project Manager also pointed out that adding speech recognition might be too pricey. As a result, the group agreed not to go for this feature. Instead, they decided to focus on the fancy look and feel of the remote. One way"
Project Manager mentioned that the group needed to decide on the VCR capabilities and answered Industrial Designer's question on whether VCRs were the same across the world. So Industrial Designer suggested a whole different set of buttons for individual VCRs. Project Manager suggested DVD type if considering the target group as young professionals and teenagers.,"The group discussed whether the remote control should have VCR capabilities. Project Manager thought the remote control should target DVD players, which is the technology these days. User Interface suggested that it should not be a problem to reduce the number of buttons and make the remote control compatible with different devices. Marketing thought they should design the channels"
"Marketing proposed that the fancy look and feel were more important than the functionality of the product. The fruit and vegetable theme was the current trend, and marketing himself preferred fruits to vegetables. Therefore, how spongy the material could be should be taken into consideration when choosing the materials. The potential materials to accomplish the fruit and vegetable theme could be a sort of rubber, which was used in the stress balls. The alternative option was to use a cover for it, and choose a colour that fits one's sitting room.",The group was looking for the current trends and fancy elements to apply on the remote. Marketing announced that the fruit and vegetable theme was the current trend and proposed to use a spongy feel for the remote. The group discussed whether to use technology-based innovations or simply stick to the basic function. They also debated on the material
"Industrial Designer thought some parts needed custom design, and other parts should just use standard. For example, the case needed custom design to protect the remote and the locator, and the circuit board needed custom design as well, while the buttons and the wheels, radio sender and receiver were all standard parts. In addition, beeper or other noise things were needed as well for locating the remote. Rubber, plastic, wood and titanium were options of materials, but better not titanium. Regular chips were required if the iPod-style wheel button was used.","The Industrial Designer had been looking at the component design by consulting remote control diagrams from the internet and also by incorporating design ideas from the last project meeting. For the case, the team could choose from rubber, plastic, wood or titanium. The Industrial Designer recommended against titanium because it was very heavy. If the team wanted an"
"User Interface assumed they were going to have a screen at first, since User Interface thought a screen was necessary for people to visualize things such as a specific song when looking for one. However, since adding a screen cost more money, and TV could be used as the screen, they finally decided that screen was not necessary.","Due to the high cost of the screen, the team initially planned to cancel the screen. However, they found that without the screen, many functions would become impractical to implement. For example, without the screen, it would be hard for the remote control to scroll through hundreds of channels and display the current channel information. Therefore"
"Battery, solar power, dynamo, Kryptonite were potential options of the energy. They ended up with a preference on Kryptonite. Even though they could not find an exact price for it, it would not be more expensive than a chip.","The group first considered whether to use batteries, solar power or a dynamo. The solar power could not be used with the rubber case. The group selected the battery as their first option. Although the dynamo was interesting, it could only be used outdoors. Therefore, the group agreed to use batteries. They next had to decide"
"Industrial Designer preferred battery. Industrial Designer was not very familiar with dynamo. Wind-up or a dynamo or a solar power were all possible, but solar power would not be available with the rubber case.","The Industrial Designer explained to the team that the options of energy sources included batteries, solar power and a dynamo. The team agreed to use batteries as the energy source because solar power was not available with the rubber case and the team was not sure about the practicality of the wind-up or dynamo. Besides, the team agreed"
"The website did not give an actual cost, but most of the stuff was cheap. The chip would be the most expensive part anyway, so the group should not worry about the cost of the Kryptonite too much.","When first suggesting Kryptonite as a possible energy source, Marketing admitted that the group would need to ""find the cost"" of using it. Unfortunately, Industrial Designer had not been able to obtain this information from the web. Nevertheless, Industrial Designer thought that the chip was probably the most expensive part, and the overall cost of"
"They all agreed that most employers did not have a clear understanding of what Welsh bac means or what it includes, which was a big problem not only for employers, but also for parents and young people. Though some small engaged employers did understand it, the vast majority focused more on running the business without a clear understanding.","Dafydd Evans thought most people, including employers, didn't understand what the Welsh bac meant or included. He considered the skills challenge certificate was a better title that people could relate to. Nick Brazil questioned the quality of skills of the graduates with a baccalaureate and pointed out that few employers mentioned the baccalaureate when"
"Ed Evans thought employers did not understand it, but they would appreciate it if they do. This was particularly true for his own sector, the civil engineering sector, and particularly contracting sector. Because pupils usually did not have a very strong academic background in this sector, and Welsh bac gave them the opportunity to not pursue that much of academic, but tested them in terms of the challenges. Therefore, the growth of the Welsh bac would be valued at least for this sector.","When discussing the potential of the Welsh baccalaureate, Sian Gwenllian AM asked Ed Evans about his opinion as an organization and he responded that he had a lot of views on this. He considered that employers did not understand the value of the baccalaureate. However, if they did, they would appreciate this because for"
"They proposed that the voice of employers should be a key part of reviewing the qualification. Instead of colleges or qualifications boards doing this, employers themselves should do this qualification, which accorded to the vision of the Welsh baccalaureate, to improve skills for employment. They really should join employers and schools and education facilities together more in the future.",The first idea was to review the qualification and invite the voice of employers to participate in it so that employability skills and entrepreneurial skills would have more of a role within that qualification. The second idea was to carry on with the current method of introducing social value-type contracts in the sector to connect employers and schools or education facilities
"One thing needing to be cleared was that Welsh bac was a combination of qualifications, but not just one qualification. To develop the employability skills was obviously a key part of it, but not all of it. It obviously worked well to help prepare for employment, but was not for everyone, because some people had to do the other things. It helped prepare some people, such as the A level students for university, but did not help health and social care people become more skilled and employable.","Dafydd Evans thought there were a number of priorities, and one of the problems was that they had a number of children coming in to the colleges, and they needed to resit their GCSEs in maths, English and Welsh. It was a valid priority for the Welsh Government for everyone to get a C grade in"
"Kay Martin agreed with other people's opinion. They tried their best to help learners to develop skills and employable people. Welsh bac worked well for preparing employment for some people, but not for everybody. Because some people came to school with very few GCSAs, or were lacking literacy or numeracy skills. Kay Martin thought this needed to be reviewed, to look at how they could actually make skilled and employable people.","The job in the college was to develop skills and employable people, and they used every tool in their box to do that. The Welsh bac worked well for some people, but it was not for everyone. Some people needed to do other things. For example, some people coming from schools, some of them with very"
"Dafydd Evans though that one of the problems was that there were a number of priorities. For example, there were a number of students who needed to resit their GCSE. It was important for everybody to get a C grade in those core subjects, but that would take some time from them teaching young people. Therefore, there were fewer and fewer doing level 1 and 2 in the baccalaureate because they were resitting their GCSEs. Nick Brazil added that Welsh bac was a combination of qualifications, and developing the employment was one of the key parts, but not all of it.","Dafydd Evans thought that there was no room for everything in the curriculum somehow—no room in the funding or also in terms of the time and the capacity of the learner to be able to do that number of qualifications. At present, they had given priority to GCSE resits rather than doing the Welsh bac. While"
"They thought most universities did not understand, based on some experience they had with some of their learners that went to Russell Group universities. But this depended on the admission tutors and the areas that they were going. Some areas valued it more, but some others did not.","They believed that they did not think they do, especially the experience they had with some of their learners to go to Russell Group universities. But it was mixed, and it did depend on the admissions tutors and the areas that they were going into in universities. In some areas, and certainly the local universities around Cardiff—University"
"Nick Brazil proposed an example of the institution himself was in. They had a long track record of getting learners into top universities. 50 percent of those Russell Group universities did not value Welsh bac for sure. But there were some offering an option with the Welsh bac, and those said it was on top of three A2 level grades.","About 20 percent of the learners gained entrance to Russell Group universities, and no doubt, in 50 percent of those, they did not value the Welsh bac. However, if the universities offered an option with the Welsh bac, it was on top of three A2-level grades. The Welsh government had"
"Welsh universities were much more willing to recognize the bac. Therefore, it was not a huge problem there. However, students who were looking to go out to universities in England encountered some problems. But in terms of Bangor and Glyndŵr University, there was no problem.","Dafydd Evans mentioned that because of the nature of their catchment area, there was a greater percentage of their students staying in Welsh universities, and Welsh universities were much more willing to recognize the bac.  However, they did have students who were looking to go out to universities in England in the Russell Group, and they"
"They thought that a lot of skills and challenges that were done within the Welsh bac were very similar with the vocational qualification. Therefore, a number of those staff had already got those skills. Besides, for the vocational lecturers to do that, they had invested heavily in training those vocational lecturers to understand how to deliver the Welsh bac and got positive outcomes of the Welsh bac, which had been an intensive staff development process.","Dafydd Evans was not assured in terms of introducing a specialist teacher-training qualification to deliver the Welsh bac, for it had been found that vocational lecturers had actually taken the Welsh bac on board and put it in the context of the sports curriculum. Meanwhile, he thought if it was going to be a success, it"
"Dafydd Evans thought that if it were going to be a success, it would be contextualised. For the vocational lecturers to do that, they had to invest heavily in training those vocational lecturers to understand how to deliver the Welsh bac and get positive outcomes of the Welsh bac. And this had been an intensive staff development process.","Dafydd Evans thought that actually there had been investment in training the vocational lecturers to understand how to deliver the bac and get positive outcomes. The lecturers had put the bac in the context of their own curriculum and it had proved to be successful. Therefore, he did not think that introducing a specialist qualification would work. Instead"
"Nick Brazil thought the number of the skills and the number of challenges that were done within the Welsh bac were done very similarly within the vocational qualification. Therefore, a number of those staff had already got those skills and they had undertaken that.","Nick Brazil argued that many vocational teachers had gained many skills through other means, such as the Welsh baccalaureate and similar qualifications. These teachers were already developing the necessary skills for the bac, so an additional specialist qualification may not be needed. What was more important was that the focus should not be taken away from the fact that"
"Kirsty Williams AM introduced that first of all, the four purposes would be set out in the legislation—as well as putting in learning and experience. Second, the government also intended to legislate for a number of the cross-curricular aspects like literacy, the numeracy and the digital competency. Third, a statutory provision for the 'what matters' statements would also be included.","The four purposes would be set out in the legislation, as well as the areas of learning and experience that people were familiar with. In addition, some elements would be made statutory, such as relationships and sexuality education. The two main new areas that they were now working on to include within the Bill were to ensure that there"
"Kirsty Williams AM explained that the area of learning and experience for well-being was already there, and what would be included was the things that matter in the area of learning, and it was going to be put into the legislation. Lynne Neagle AM added that every school would have to teach mental health by law since the 'what matters' referred to both physical and mental health, and the government intended to legislate to ensure that the 'what matters' statements were a set given in the system.","The children had given some interesting feedback about what they felt really mattered in those areas of learning and experience, so they would be refined, but not added to, and then they would legislate for them. The area of learning and experience for well-being was already there, and under that area of learning title, there were"
"The 'what matters' was the articulation of the big ideas and it was to make sure that essence of the core content was consistent. The actual wording of the 'what matters' statements would be in the secondary legislation. At that time, the need to deliver and the legal requirement to deliver the 'what matters' statement would be on the face of the Bill. As a result, mental health would be put in an important place.","The essence of the core content of the 'what matters' should be consistent. Still, there would be huge flexibility underneath as to how to approach those, which particular topics to select and how to actually teach them. The idea was to make sure that those were consistent, and then that still left huge flexibility underneath. They"
"Kirsty Williams AM suggested that Welsh Government had always been big supporters of WISERD (WalesInstitute of Social and Economic Research, Data and Methods). More research into Welsh education would always be needed. As a Government, all aspects of concerns of Welsh education should be taken into consideration as the government was planning the new curriculum. For instance,  empowering teachers to be able to be more flexible in what they teached their children actually gave the government an opportunity to deliver lessons that could be much more engaging and much more relevant to some of the school children than what they had at the moment.","Kirsty believed that there was no evidence that the curriculum would exacerbate segregation within schools between different groups of pupils. The four enabling purposes of the curriculum were to empower teachers to be more flexible in teaching, to have high expectation of all pupils, to deliver a curriculum within the school setting, and to take into consideration of the"
"Hefin David AM introduced that the WISERD research suggested that the senior management teams and classroom teachers would share different views towards the change since classroom teachers would be more sceptical. Kirsty Williams AM explained that classroom teachers were absolutely crucial to this, as a result, difficult step had been taken to delay the implementation of the curriculum to same some amount of time to make sure that it was not just school leaders but individual classroom practitioners who had the skills that they would need to make the most of the opportunity that the curriculum allowed them. To ensure this process, different accountability frameworks to the aims and objectives of the new curriculum would be incorporated.","According to Kirsty Williams, the WISERD research suggested that the senior management teams would certainly buy into what they had said, but the classroom teachers would be a bit more sceptical. To ensure that there was greater consistency and that's why they were changing their approach to the legislation around the Bill. There would be"
