ground_truth_answer,predicted_answer
"Mr. Gabriel Ste-Marie first asked the prime minister whether the government would outlaw what was immoral and then, put it precisely, made an example that a bank relocated its most profitable activities carried out in Canada and registered them in a subsidiary in the Bahamas, Barbados or another tax haven. Under this situation, the government might not consider this bank to be paying its fair share of taxes in Canada and that was why Mr. Gabriel Ste-Marie said that the Prime Minister continued to support the profiteers.","When Mr. Gabriel Ste-Marie learned that the government would provide financial support for those who had carried out tax evasion and avoidance through tax havens, he considered that the Prime Minister continued to support the profiteers. He then asked for more attention to be paid to those who had paid their fair share of taxes. He"
"First, the Canadian Association of Chiefs of Police declared that military assault rifles were produced for the sole purpose of killing people in large numbers and urged the government to enact legislation to ban all military assault rifles, except for law enforcement and military purposes. And Hon. Bill Blair thought what their regulations said very clearly, was that weapons that were designed not for hunting and not for sport purposes but for soldiers to use in combat to kill other soldiers in Canadian society.","The firearms had in their earliest provenance a design for military use, for soldiers to use in combat. Those were the weapons that have been banned. Moreover, any Canadian killed by gun violence was one too many. The opposition party argued that the Liberals introduced a long-gun registry that cost billions of dollars and did absolutely nothing"
"During the pandemic of Covid-19, the government should fix this gap so that the single parents and their children could get the support they need. Also, matching funds and adequate housing should be given to support the affected in Canada. In addition, the elderly, one of the highest risk populations, had obtained extra funding from the government. Besides, vulnerable people like the disabled could gain more funding support and workers affected by the pandemic could also gain support.","The member for Vancouver Kingsway suggested that the government's support for the elderly and for vulnerable people were not enough during the pandemic outbreak. The Minister of Health reassured that the government had offered financial support to those senior citizens who were eligible for OAS and GIS respectively. In addition, the ministry would offer help to those living"
"Ms. Jenny Kwan gave an example that a single parent with four school-age children lost her spousal and child support due to COVID-19. She paid taxes on her spousal income, but she was not eligible for CERB. That meant a complicated program delivered by the government that left many people behind, and more importantly, there was no action reacting to it. So Ms. Jenny Kwan called for a fixation for this gap and proposed that matching funding and adequate housing should be arranged for those who were affected.","The government had a plan to help those single parents with four school-age children lost their spousal and child support due to COVID-19. However, according to Ms. Jenny Kwan, the policy was not universal and direct, and many people were left behind. One of her constituents was a single mother who had"
"As one of the highest risk populations, the elderly's costs had gone up. Many seniors who were facing extra dispensing fees were already carefully budgeting before the pandemic. It was so important that the government be there to support them. The government announced a one-time, tax-free payment of $300 for seniors eligible for OAS and an additional $200 for seniors eligible for GIS. This meant there would be up to $500 for the most vulnerable seniors to help them with their financial security to get through this challenging time. Beyond this, they announced $20 million to expand the new horizons for seniors program to kick-start initiatives and services that would help seniors to get grocery deliveries right to their door and to stay connected.","In order to help the most vulnerable seniors, the government announced a one-time, tax-free payment of $300 for seniors eligible for OAS and an additional $200 for seniors eligible for GIS. This means there will be up to $500 for the most vulnerable seniors to help them with"
"Since Quebec was Canada's biggest producer of hydroelectricity, renewable energy sharing through an energy corridor was very essential for different areas in Canada. And as a hard-hit sector, tourism needed much support from the Canadian government. The government was going to protect the tourism-based economy by investing in tourism infrastructure and upgrades to ensure Canada's tourist regions would be ready when the economy reopened. When it came to the green economy, the government now gave priority to the virus and making through this disaster. Also, they paid much attention to the small businesses and carried out measures to help them out.","The oil and gas sector provided jobs for more than 576,000 people, including 11,000 indigenous people, in every part of Canada. It was essential that they support those businesses. At the same time, western Canada oil storage was under extreme pressure. If thermal projects such"
"The current economic situation could lead to the disappearance of Canada's tourism industry. And the pain would be felt by thousands of Canadians, who would have to find new jobs in order to survive. Let's work together to find ways to get this hard-hit sector moving again. Many people had lost their jobs and needed assistance from the government. That was why they were here, providing a helping hand at this difficult time so they could come out the other side.","The tourism season was already deeply affected by COVID-19. A number of industries, businesses and festivals were having to deal with considerable losses of income. The government was introducing measures that supported workers, who would continue to be the priority. At the same time, the government would always be there to counter tax evasion and"
"They shared the member's concern that small businesses be supported. That's why they've moved forward with a number of measures that are designed to be of assistance. With respect to rent support, they were encouraging landlords to support this measure. Obviously, rent and landlord-tenant relations were under provincial jurisdiction. At every opportunity Hon. Bill Morneau talked to the provincial finance ministers to encourage them to get engaged there. They would continue to support small businesses. It allowed for small businesses to significantly reduce their rent and for landlords to be protected with up to 75% of the rent. It was a sound program and would require the provinces to step forward and enforce it.","Currently the Canadian government encouraged landlords to support the program which provided a significant reduction of the rent for small businesses, and protected landlords with up to 75% of the rent. The government believed this program had merit. It would require the provinces to step forward and enforce it. Moreover, the government was aggressively buying life"
"During the pandemic, the lobster fishery was being negatively affected and was facing losses of up to 95% of its Asian markets. Many fishermen had their wives, their sons, their uncles or their fathers working for them, and sometimes it was the whole family on the boat. Moreover, the tourism season is already deeply affected by COVID-19. A number of industries, businesses and festivals were having to deal with considerable losses of income. As for oil and gas, western Canada oil storage is under extreme pressure. If thermal projects such as SAGD are shut down, those facilities could be lost forever. The oil and gas sector was suffering through two crises --COVID and the effects of a global price war.","The Minister of Fisheries, Oceans and the Canadian Coast Guard introduced that to help the fishery, the government had started to put measures in place for the $62.5 million for processors, and to make sure that the CERB was available for seasonal workers as well as people who had run out of their fishery EI."
"The fish and seafood sector had been extremely adversely affected because of COVID-19. They've started to put measures in place to address the issue with the $62.5 million for processors, as well as to make sure that the CERB is available for seasonal workers as well as people who had run out of their fishery EI, but they knew that more needs to be done. The fishery enterprises were uniquely structured, which was why they were looking at measures to address the concerns they had. Because of the unique structure of fishing enterprises, they were not eligible for many of the supports they had put in place. They had made changes to the CERB to make sure that people who ran out of the fishers EI were eligible as well as seasonal workers.","The petitioners cited that the expansion would increase environmental degradation, as seen in similar aquaculture operations in British Columbia, Newfoundland, Norway, Vietnam and elsewhere in the world. They also raise concerns that open-net finfish aquaculture would not create significant employment and would undermine existing lobster and other fisheries. The government started to put measures in"
"The oil and gas industry was under severe strain. Over the past number of years, they had seen tremendous pressure on the federal government from anti-oil and gas lobby groups demanding that the oil sands be shut down. The federal Liberal government's response to the anti-oil lobby was the introduction of the Bill C-69, which would prevent any major oil and gas projects from being developed in Canada; and the oil shipping ban, Bill C-48, for the northern coast of British Columbia, which also had a negative effect on the oil industry. These two bills alone pushed over $200 billion of investment out of Canada, causing the Alberta economy to retract to recession levels. To compound Alberta's economic problems, we have an international oil price war and the COVID-19 pandemic, which caused a huge drop in demand for oil.","The Canadian oil and gas industry provides jobs for more than 576,000 people, including 11,000 indigenous people, in every part of Canada. It is essential that they support those businesses. It is essential that they support the many indigenous people who work in our oil and gas"
"Marketing gave the presentation on the remote control market. Marketing suggested that the first most important aspect of remote controls should be with a fancy look and feel instead of the current functional look and feel. And the second most important aspect was that a remote control should be technologically innovative. Lastly, Marketing suggested the spongy material and colour fronts.","The recent investigation of the remote control market showed that the most important aspect for remote controls was a fancy look-and-feel, instead of the current functional look and feel. The second most important aspect was that a remote control should be technologically innovative. And then the aspect of the remote control should be easy to use was"
"When User Interface asked the group how to make the spongy remote, Marketing thought about changeable fronts and some basic colour fronts because a fancy look was the most important thing for remote control. So they could make five different fronts to start with. Marketing also mentioned that it could be round, different from a normal remote control.","Marketing found out some trends from fashion-watchers in Paris and Italy that clothes and shoes would be spongy. So Marketing suggested making a spongy remote control. But after discussion, the team decided to give up the idea because they had to use a rubber cover whether making it square or round. Also, the rubber cover was"
User Interface recommended the speech recognition when Marketing asked how to do with technological innovation because User Interface knew from the technology department that they had done research about it and recommended using speech. And User Interface would also check with the technology department on how to do that.,"User Interface recommended to go a more modern look and to use speech recognition. The reason for the first point was that modern look is trendy and the second one was that if they needed more buttons for the technology, it would not look good for the remote control. Project Manager agreed and suggested to put the Real Reaction logo on"
"The group decided to have the normal batteries, the scroll wheel with rubber buttons together with back-lights, the beeping of the home station, the round shape as well as the speech recognition with an advanced chip. And they would skip the LCD because they would need the most expensive chip if they used an LCD.","Project Manager said that remote control with a fancy look and feel is important to customers. Marketing added that remote control with innovative technology is also a key feature. User Interface suggested that the remote control should be spongy and flexible. In terms of the basic functions, Project Manager listed the volume, channel, on-off, mute"
"Marketing and User Interface suggested the group could choose the shape of the remote either like an iPod square or a more innovative round shape. Project Manager thought they should choose a round shape with rounded corners, instead of looking like an iPod so that would be more innovative.","When the team was discussing the shape of the remote, Marketing suggested that they could design a fashionable and attractive shape for the remote, like the iPod. User Interface agreed and suggested that they could make the remote round. However, Project Manager thought that the remote was not necessary to be round, and just a simple square with"
"Marketing emphasized on the importance of technology innovation. So Project Manager suggested putting the speech recognition in the remote directly and they would need an advanced chip. The group agreed on it and Industrial Designer supplemented that the division had developed a new and inexpensive speech recognition feature: the integrated programmable sample sensor, indicating that the cost would not be too much.","The email suggested that the LCD display required an advanced chip, which was more expensive than a regular chip. The division had also developed a new speech recognition feature, so the team might need an advanced chip for it. However, the team did not get specific cost information about these two kinds of chips, so they just left"
"A pressing concern for the group is the DARPA meeting in July, which is only a short time away, and for which they would like to have some progress. ",The team would prepare a subset of the data for demonstration purposes for the upcoming DARPA meeting in July. A mock-up of a question answering interface might be prepared. Transcribers would be asked to listen to audio recordings and identify any significant changes made from their original annotations.
"For the DARPA meeting in July, the group proposed that they should have the question answering mock-up and transcriber interface ready for then, and also have data available.","The team wanted to make sure that the transcripts were accurate enough to be distributed to participants. They decided that the audio should be the official record and the transcript should not be distributed. Instead, they will provide summaries of the transcripts to participants."
The final english SmartKom demo will be presented to the whole institute once the system is de-bugged and stabilised.,"The transcriber pool has been stable, with five meetings completed in the last month. Transcribers are currently editing meeting data and preparing a web page to make the transcription efforts more accessible."
"Segmentation for the recogniser has been done by hand which the group consider ""cheating"", instead now they want to use Thilo's automatic segmenter.",The segmenter is no longer dependent on hand-made labels.
"The classifier segmentation work is going well, but needs more data to improve results since non-native speaker data cannot be used.",The team is generally happy with the performance of the segmenter. Efforts are in progress to generate speech-nonspeech labels from the transcriptions and to use them for training. The pre-segmentations are extremely helpful for the transcription effort. One challenge that remains is dealing with the insertions.
"To improve the performance of Thilo's automatic segmenter, this is going to be retrained and adapted to run with Thilo's posteriors and speaker background models.","The recognizer's output is now pre-segmented. In addition, the transcriptions are now labelled with more accurate time boundaries."
"The remote control had to be original, trendy, easy to use, international and not too expensive.","The remote control was expected to be original, trendy, and user-friendly. It would be an international remote control with a selling price of 25 Euros and a production cost of 12.5 Euros. The project manager would be responsible for the overall management, while the industrial designer would focus on the technical"
Because it would be sold in the entire world and everyone would use it.,"Project Manager proposed that the product should be international because it would be sold in the entire world. The project team should design a simple and easy-to-use remote control and consider the user requirements in different countries. Also, the cost of the product should be less than 12.5 Euros. Besides, the"
The remote control would be priced at 25 Euros and the product cost would be no more than 12.5 Euros.,"The project manager mentioned that the selling price of the remote control would be 25 Euros, and the product cost should be no more than 12 Euros and 50 centimes. In addition, the remote control was expected to be an international product and its features should be sufficient to attract customers and maximize the"
Project manager would manage the whole group. Industrial Designer would think of the functions of the product. User interface designer would concentrate on the users' requirement and the relation between the users and the remote control. Marketing would give interface designer and industrial designer some trends about what should be done and what the users would like to have.,"The group would be divided into three parts: Project Manager, Industrial Designer and User Interface Designer. The project manager was in charge of the overall process of the project. The industrial designer was responsible for the design of the remote control. The user interface designer was in charge of the technical function design of the remote control. In"
"Industrial designer thought user interface designer's job was to focus on the relation between the users and the remote control and decide how the object looks – for example, where the button would be.",The industrial designer thought that the user interface designer would design where the button would be and the industrial designer would design the look of the object. The two cooperated to design a remote control with new functions. He also suggested that the remote control should be inexpensive and easy to use. And it would be better if the remote control
"Industrial Designer would design the functions and figure out the industrial way to implement it while the user interface designer's job was to decide how the object looked. In short, the two were like the inside and the outside.","Industrial Designer said that User Interface Design would be responsible for the relation between the user and the remote control, while Industrial Design would be responsible for the appearance of the remote control. User Interface Design would be in charge of the core functions of the remote control and the simplicity of use, and Industrial Design would be in charge of"
"There were two main parts in the detailed design. Firstly, the prototype presentation, Industrial Designer presented the design on the wheel, the button, and the base of the remote control. Secondly, Marketing presented eleven points to be evaluated based on the findings in marketing trend reports and company strategy marketing. Besides, the group had a point calculation on each evaluation criterion.","The team members first introduced the design of the remote control which looked like a squishy fruit. The user interface could be changed into different kinds of fruits. The base of the remote control, which had a squishy spongy rubbery feel, was interchangeable. This design was intended to make the remote control look trendy. Then"
"Project Manager suggested that the group might need to discuss changing an aspect of the remote. According to the previous evaluation, the worst one was material. Thus, the group gave suggestions on the smallish size, smashed or resembled fruit shape, and printed patterns on rubber design. The group also suggested changing batteries, but they ended up agreeing that there were no problems in battery design.","Firstly, the team members were asked to give a three on the material of the remote. However, the team members argued that the material of the rubbery sponge was the worst and other aspects were all great. Thus, the team agreed to change the material to titanium. Then, the team members were asked to give a"
"Firstly, Project Manager asked about the room for creativity in fruit and squishiness. User Interface thought the prototype making was creatively stimulating and the product has met all the criteria. Next, Project Manager reflected on his leadership and management role in the group. Other members gave recognition to his performance and everyone's cooperation. Then, Project Manager asked about the convenience of the means for the materials and the pen used in the presentation. Group evaluated based on the user-friendly and the working efficiency.","The team first reviewed the product design, which incorporated elements of fruitiness, squishiness, and a modern wheel design for channel browsing. They also discussed the user interface design, highlighting the importance of simplicity and the potential for customization through interchangeable cases. Next, the team evaluated the project's leadership and teamwork, agreeing"
"Instead of changing the shape of the remote, the group first discussed changing the batteries because some group mates gave a point under three. However, Marketing thought batteries were easy to insert so it would not be a problem anymore. In addition, all the group members gave the shape of the remote only two points. And they needed to change the most critical one. The shape and the squishiness of the remote were an innovation in terms of technology. Therefore, they all agreed to change the shape.","The group had made a prototype of the remote in the shape of broccoli. However, they felt that it might not be the most comfortable to hold. Thus they decided to change the shape of the remote. Also, they agreed that the material of the rubber would make the remote squishy and fruity. Lastly, they would"
"Project Manager thought his leadership was crap personally and he never did a management position. While Industrial Designer thought Project Manager did tell them when to start and when to end, which was important in good leadership. And User Interface thought Project Manager did a good job in leadership because they didn't have set roles so much, which was a democratic process. Marketing supplemented that everyone got blended quite well.","Industrial Designer thought the team work was good, since everyone got a chance to contribute and the process was democratic. While Project Manager thought his leadership was crap, but the rest of the team did not notice. The team agreed that the leadership was democratic and there were no conflicts. They also agreed that the materials they used were"
"Both User Interface and Industrial Designer thought it was not helpful to use PowerPoint to present. Instead, they preferred writing notes for massive information, while Marketing and Project Manager thought PowerPoint materials were quite useful. Specifically, Project Manager mentioned that he felt ignorant when the group was explaining things.","The team first reviewed the prototype of the remote control, which was introduced by Industrial Designer and User Interface. The remote control featured a unique wheel design and interchangeable base. The team then evaluated the overall process of the project. They agreed that teamwork was great and everyone got to contribute. However, Project Manager thought his leadership was"
"The user interface designer put forward that the basic colour would be red and yellow and there would be two basic shapes - circle and triangle, which was called a mushroom design. Specifically, the prototype had 3 key features - a fuzzy look, a spherical channel selection and a stable triangle base. However, the marketing thought mushroom was not in the trends so the group decided to change it into a pineapple.","The user interface designer introduced the mushroom-shaped prototype for the remote control, with yellow and red color. Project manager proposed the fruit-themed remote control, such as lemon or pineapple. Industrial designer supported the fruit theme and proposed that the remote control could be customized with different themes. Marketing disagreed and proposed that the trend of"
"Because yellow was their company colour and red was more attractive, which met the product requirement that the remote control should have a fancy look to attract the customers.","The user interface designer thought yellow was the company colour, and red was more attractive. Project manager agreed and thought it was a kind of pineapple bee. The marketing expert also agreed and said the logo could be put somewhere. User interface then suggested giving it a cute name, mushroom. Although the marketing expert disagreed, the project"
"In the user interface designer's design, the shape of the product and the buttons were all mushrooms, but the marketing thought mushroom was not in the trends because mushroom was neither a vegetable nor a fruit.","The user interface designer thought that the mushroom shape with yellow and red colour was unique and attractive. However, the marketing expert considered that the vegetable shape was limited and it would be out of fashion in the near future. Therefore, the marketing expert suggested that the product should be designed with a more fashionable element to attract the customers"
"The marketing suggested measuring how good the design was instead of just talking about it so the group started to judge the design in three aspects on a scale of one to seven, one being true and seven being false. The criterion was how fancy, technologically innovative, and easy-to-use the remote control was and it got three, two, and four in separate aspects, which meant it was acceptable.","The project cost was within the budget. The team reviewed the prototype and decided to accept it under certain conditions. They all enjoyed the clay modelling process. The team would make an evaluation of the product and see if people would be willing to buy it. If so, they would add certain features to it. The project was"
"The controller had an embedded microphone array which could recognise simple vocal commands and the four microphones could capture voice from different directions. It also had tactile buttons, which was a really good point.","The group discussed the technological innovation of the mushroom-shaped remote control. The user interface designer pointed out that the microphone array was embedded in the remote control. Also, the remote control was friendly to the solar cell. With these features, the remote control was technologically innovative."
"The user interface designer thought it was easier than a traditional controller because you didn't have to press a button, just turn the ball to a certain angle to select channels. However, the marketing and the industrial designer thought it was quite difficult because users didn't know the angle was the correct one and they had to go through all the channels if they wanted to jump from channel one to twenty.","When discussing the easy-to-use feature of the controller, the user interface designer pointed out that compared with the traditional controller, this one was easier to use as it was unnecessary to put on the button. However, the marketing and the industrial designer disagreed with him as they believed that a lot of other details were needed"
"The group decided that the product would have a low level chip, one button with LCD, a scroll wheel with a push button on it, a battery in the base, a single curve, and solar cells and it would be plastic instead of wooden so that the costs were 12.5 Euros which was within the budget. Furthermore, they came up with some new ideas about future products, such as a fruit collection of electronic devices or a customizable TV that followed the trend and people's moods.","The user interface designer introduced the prototype of the remote control, which was shaped like a mushroom and colored with yellow and red. The industrial manager was responsible for the basic function and the look of the remote control. The marketing manager was in charge of the price and the promotion of the remote control. The team members first had"
"Although solar cell was the most expensive part of the whole product, it still played a crucial role in making the controller technologically innovative. Plus, it would be interesting for their marketing team to make a lot of advertisements to sell it.","The group first laid out the financial issues concerning the adoption of solar cells. Since the cost of a single cell was fairly high, the group initially planned to use a smaller number of them. However, after some discussion, the group came to realize that a more reasonable approach would be to increase the number of cells to make"
"The marketing thought they should not trust too much the trend because it wouldn't last long - fruits and vegetables were in fashion this year but maybe next year it would be insects. However, the industrial designer believed it was good to follow the flow now and then since electronic devices were not long life products: if people changed, the product appearance should change as well.","The marketing expert suggested making a fruit or vegetable-shaped remote control, but he also warned that such a trend would not last for a long time. The industrial designer, however, was not so worried about this problem. He believed that it would be interesting to follow the trend and make something fashionable at the moment, even"
"Marketing revealed that the younger target group preferred colourful objects and soft material. Project Manager agreed and added that the remote control should be light and not too slippery. Then Industrial Designer introduced three casing possibilities: uncurved, single-curved and double-curved. Considering that uncurved design could be too dull and double-curved design would make it difficult to use scroll-wheels, the team chose the single-curved design.","Project Manager proposed to make the remote control in a wave shape, using rubber material and titanium. The advantages of these materials were that they were not slippery and could be made in various colors. In addition, the remote control could be designed with a dynamo to collect energy from kinetic sources like shaking and moving. Another way to"
"Industrial Designer supposed that natural feeling could be a factor. Marketing agreed and revealed that the younger target group preferred soft material but not necessarily a real sponge. Then User Interface proposed to use rubber, which was agreed by the whole team.","The team first learned from the market research that young people have a preference for fruit and vegetable elements in their attire, furniture, and shoes. In addition, they also needed to consider softness and innovation. Based on this, the user interface designer initially designed a remote control with a soft and innovative shape, but it was not"
"Industrial Designer introduced uncurved, single-curved and double-curved design at first. User Interface and Project Manager thought that uncurved design was too dull and Industrial Designer pointed out that double-curved design would make it impossible to use scroll-wheels, so the team selected single-curved design eventually.","There were three options about the casing style - uncurved, single-curved and double-curved. The double-curved case was limited in color and could not be made with titanium. Also, the double-curved case was not suitable for the integration of LCD displays and scroll wheels. Therefore,"
"Industrial Designer proposed to use scroll-wheels, which could be integrated with buttons. User Interface doubted its practicability and then Project Manager proposed to integrate a scroll-bar on the side to mute the device. As they would not use an LCD display, a regular chip was enough.","The remote control should be made with a material that is spongy and soft so that it is easy in hand. Also, it should be colourful and attractive, like an apple. Besides, the remote control should have a shape design underneath so that the fingers can put into it and it can be held with less pressure. Last"
Industrial Designer proposed to use scroll-wheels integrated with buttons. User Interface doubted its practicability and supposed that a round button with four directions could be better. But Project Manager liked the idea of scroll-wheels as it might attract young customers and suggested that they could be used to mute the device.,"User Interface suggested making four push-buttons in a form of a round. Industrial Designer thought that the scroll-wheel was a possible option as it had been done before in other devices like telephones. Project Manager agreed and suggested some functions could be integrated with the scroll-wheel, such as volume selection and mute. Marketing commented"
"Industrial Manager revealed that if LCD was used, they had to choose advanced chips. Project Manager thought it was within the budget and LCD displays could add extra high-tech feeling. User Interface then pointed out that they already had too many high-tech substances including scroll-wheels, voice recognition and a fancy look so they didn't need to use LCD displays.","Industrial Designer thought that LCD displays were not necessary because TVs could display information on screen. Also, LCD displays were more costly, while the simple chip was much cheaper. Meanwhile, scroll wheels were needed for voice recognition and the team agreed that it was better to use a more reliable and cheaper solar cell. Thus, LCD displays"
"The thesis proposal presents the idea of ""construal"" and makes claims as to how inferences are drawn in a probabilistic relational model by using information from the ontology, situation, user and discourse models. It was advised that more emphasis should be put on the role of construal in the understanding of metaphor and metonymy.","The thesis is about using conceptual combinations to model the semantics of event schemas. It is argued that current approaches to modeling event schemas do not adequately capture the phenomenon of semantic ambiguity. In addition, the thesis aims to provide a more complete account of the semantics of event schemas by incorporating aspects of the situation, such as the physical"
"The talk will present the work that is currently being done at ICSI including examples of inference of user intentions and of the recordings of the on-going data collection. The talk will also outline the theoretical (X-schemas, image schemas, Bayes-nets) and neural background.","The group was collecting information and writing a paper for a talk at EML. The focus of the talk was on the SmartKom system and the progress made. Additionally, the group wanted to use the talk as a means to sell their ideas to potential investors, like Wolfgang Wahlster. Lastly, the group wanted to generate"
"As the talk at EML will also refer to a theoretical framework, it was suggested that along with presenting NTL and the piece on mirror neurons, it also alludes to relevant fMRI work. The neural side of the research could be of interest to various groups. The language analysis itself will be introduced in terms of image schemas. On the other hand, it was arranged for more feedback on the thesis proposal to be sent by email. The latest version of the construction formalism will also be needed to complete the presentation.","The group had some minor changes to make in the presentation. The speaker wanted to include information about the FMRI to see how the group could learn more about the neurons. Additionally, the professor wanted the group to be able to explain the difference between language understanding and the embodied and simulation approach. Last, the group needed to"
Using multiple languages led to more diversity which potentially hindered the model performance. The professor was skeptical about discussing the results since they had not received any good ones so far.,"The professor thought that they had previously found some results that indicated that training on one language and testing on another produced poor results. However, the professor thought that the results in the current paper were different, as they involved testing on the same type of digits. The professor wanted to know what the noise conditions were for the different"
"PhD D explained that the multilingual model, trained on French, Spanish, and English, was trained with higher frame rates. It has slightly poorer results when delta was not used. All in all, the addition of English did not seem to help the model.","The error rate of the model trained on the multilingual data (broad data) is around one point one to one point three times higher than that of the model trained on the task-specific data. The difference is not that big. Also, there is not a big difference between models that do not use delta features but the"
The professor thought that the model did not get hurt that much because of the removal of English. He also thought it would be worthwhile to train on one language and test on another.,The professor thought that the results showed that it was not so much cross language as cross type of speech. He also suggested that they be careful since they had not gotten good results yet.
"The team discussed the size of the neural net, which was just a simple net. At the time, it had 27 outputs, but the professor recommended that they use a larger net, with perhaps more features. They discussed the effect that removing silent frames could have on the model. The professor recommended having a bigger hidden layer, though he did not think that would substantially improve performance. Currently, however, the team was facing computational limitations.","The team was making progress on reducing the complexity of the model. They had identified several places where they could do so, including by using a smaller amount of data to train the models, and by simplifying the structure of the models themselves. In addition, the team was making progress on developing more efficient algorithms for performing recognition."
"The team was concerned about the availability of computational resources. The Professor informed them that they had received two 550 megahertz processors by IBM. Though, they were originally expecting eight 800 megahertz processors.",The professor informed the team that he had ordered a new Sun computer. He explained that the team would receive it soon and it would improve their models. He also wanted to know how much the team was using Linux on their machines. He thought that perhaps they should use it more often to speed up their work. The team
The team talked about delays when discussing the removal of frames that were silent. This could possibly improve model performance at the cost of a small delay.,"The professor thought that perhaps the team could reduce the number of bits they had to transmit by detecting silence. He was not sure what exactly the team had done in the table, though. The professor thought that the LDA introduced delays, but the parallel path did not. He thought that the neural network was slowing down the model"
"The committee admitted that the funding issues brought more pressure on schools, especially after the new Act, for they would have to spend more in the light of it. It was pointed out that the government had not noticed the staff in the PRU, who required training. The committee was trying to communicate with Estyn and the Welsh Government for a broader range of measures to provide opportunities for schools and local authorities.","The additional learning needs sector is affected by the funding issues, as some schools had to cut costs and reduce the number of staff. Also, the government did not think about the staff in the pupil referral units, because they had to make an extra payment to ensure that these staff could receive proper training. And it was difficult"
"David Hopkins agreed with Sharon Davies that the new Act would exert more pressure on schools. However, he denied that the levels of the delegation would have any impact. Meanwhile, he suggested that it would be better for the schools' headmasters and local authorities to look at the new Act more constructively, for it would be beneficial for the post-16 sector.","David Hopkins thought that there was a chance that more people would be expelled from schools if they did not adapt to the new Act. Also, he believed that the quality of education would be under pressure as a consequence. Last but not least, he pointed out that particular attention should be paid to the ALN (Additional Learning"
"David Hopkins did not think that the delegation levels were not high enough in most authority areas. Instead, he thought they had got agreements with the government to make sure that enough money was devolved to school. The true decisive factor was the narrow measure at the end of Stage 4 that drove the headmasters to exclude students or put them into another school.","The most obvious one was the pressure at the end of key stage 4 attainment, which had put pressure on some schools and headteachers. Also, on the additional learning needs side, while the Minister had currently made some more money available, the experiences that had happened in England showed that ALN funding had become increasingly under"
"There had been improvements in the networking within the PRU, for they had national meetings on a regular basis, which could lead to a better sharing of practice. The PRU was planning to provide teachers with professional training. On the transition arrangement, the PRU was building a brand new provision in Swansea. The PRU would support students through a part-time timetable back into school. Besides, the support would not stop as soon as the students returned to school; the reduction of support would be managed.","The first improvement that Nick Williams pointed out was the regular meeting which was a national level conference about the better sharing of practice. The second was the integration through a part-time timetable back into school. To conclude, there had been a big investment of time and money into the new PRU provision in Swansea, which would"
"The students coming to the end of their statutory education were facing the biggest challenge, for it would be far more difficult for them to go back into the mainstream education process when they turned 15 or 16, not to mention the transition into further education, such as colleges.","Sian Gwenllian AM suggested that the additional learning needs sector was adversely affected by the funding issues and the challenges. Sharon Davies agreed that there was pressure, in particular with the new Act coming in, which placed more pressure on the system. And it was difficult for the schools to plan ahead for the changes, and"
"Sharon Davies recommended the team-around-the-family approach to ensure what was needed for learners to go back into school, as well as what the school could provide. She pointed out the importance of the whole package of support, which not only surrounded the learners but also their families. In addition, she gave an example of the PRU in Oxford who built the partnership between the school and the PRU student to demonstrate the responsibility of schools and the significance of school participation.","To answer this question, Sharon Davies first suggested that the schools were challenged by the pressure of the new Act and limited funds, which made it difficult to retain the students and offered proper support for them. And then, according to Nick Williams, to solve this problem, the government should think of the staff in the pupil referral"
One of the advantages was that youngsters' voice could be heard in time if they showed the willingness to go back into school; the framework offered the excluded learners a cooling-off period. The disadvantage was mainly some individual schools' lack of capacity to organize and offer additional training. Monitor and evaluation systems of the EOTAS provision were supposed to be set up to ensure the education quality.,"The first strategy they had was to develop a behaviour and well-being strategy, which aimed at equipping the schools with skills to meet the needs of the learners. However, they found that it was hard to bring everyone to the same level. And it was also difficult to balance between having strict rules and being flexible to the"
"Sharon Davies expressed her strong objection to the exclusions caused by tuition or safeguarding. She pointed out that the difficulty with home tuition was the limited access the local authority could get into the families. The quality of home tuition was difficult to assure, unless the families invited them there, which was a really rare situation. All in all, the role of local authorities was restricted in this aspect.","Sharon Davies thought that it was difficult for local authorities to quality assure the individual tuition because they were restricted on how much access they got into the home. Local authorities were limited in terms of visiting the families and making sure that the process was going on smoothly. However, he also agreed that the momentum should be kept going to"
"The intuition in a private setting was supposed to follow a restricted timetable, for no matter for what reason the students' need cannot be met at school, the PRU staff ought to provide them with some education. Besides, the education provided should be different from the education provided by agency staff, who merely offered a few hours' provision or the service offered by local libraries.",The local authority was restricted on how much access they got into the home for the intuition. They were also limited in quality assurance. They did not use agency staff to go in and provide a few hours of provision. They prioritized the staff who worked for the local authority. They did not know whether this was widespread around Wales
PRU was supposed to collaborate with schools to arrange special curriculums to meet the students' special needs. This not only had something to do with finance but was also related to the recruitment of professional staff. The training for special education ought to be included in the professional training system.,"The first problem raised by Janet Finch-Saunders AM was that pupils in PRUs and then trying to get back into mainstream education encountered many obstacles. Nick Williams suggested that to solve this problem, a big investment of time and money would be made to build a brand-new PRU provision. Meanwhile, the support for"
"Dawn Bowden pointed out that there were a very small number of staff members working in the provision area, and the capacity for them to access professional training was limited. Sharon Davies agreed and added that though the situation had been bettered by the Internet technology, there was still not much opportunity for the ones who desired to specialize in the area.","The first challenge was that those who had received special training might move on or retire, creating a shortage of staff with expertise. The second challenge was the limited capacity of training institutions. To conclude, the shortage of staff would in turn limit the ability of local authorities to encourage specialists to share expertise with independent providers. At the"
